# Corrected LiDAR trajectory after extrinsic calibration
# timestamp x y theta_in_radians
1.150000 0.572592 -0.006925 -0.000150
1.160000 0.585497 -0.005110 -0.000175
1.170000 0.584464 -0.005683 -0.000211
1.180000 0.589715 -0.010260 -0.000145
1.190000 0.601072 -0.006427 -0.000093
1.200000 0.603508 -0.000095 -0.000163
1.210000 0.612237 -0.009988 -0.000086
1.220000 0.607588 -0.003963 -0.000135
1.230000 0.621282 -0.002671 -0.000135
1.240000 0.626504 -0.004246 -0.000568
1.250000 0.639132 -0.008217 -0.000063
1.260000 0.626001 -0.005390 -0.000150
1.270000 0.642151 -0.006000 0.000026
1.280000 0.642500 -0.002532 -0.000098
1.290000 0.646566 -0.005007 0.000001
1.300000 0.653234 -0.007867 -0.000189
1.310000 0.662762 -0.008698 -0.000095
1.320000 0.666947 0.000541 0.000064
1.330000 0.669561 -0.004429 -0.000046
1.340000 0.678272 -0.003255 -0.000265
1.350000 0.680095 -0.006101 -0.000061
1.360000 0.685995 -0.007325 -0.000075
1.370000 0.697486 -0.002796 -0.000172
1.380000 0.704388 -0.006696 -0.000315
1.390000 0.703577 0.002255 -0.000235
1.400000 0.706524 0.002707 -0.000149
1.410000 0.703734 -0.009932 -0.000041
1.420000 0.715693 -0.001306 -0.000134
1.430000 0.715052 -0.003115 0.000021
1.440000 0.723449 0.003469 -0.000188
1.450000 0.731667 0.000109 -0.000105
1.460000 0.736659 -0.008289 0.000080
1.470000 0.733168 -0.008440 -0.000222
1.480000 0.745384 -0.005095 -0.000162
1.490000 0.755120 -0.008731 0.000023
1.500000 0.752833 -0.005239 -0.000196
1.510000 0.760194 -0.002333 -0.000278
1.520000 0.767735 -0.011950 -0.000051
1.530000 0.765272 -0.002807 -0.000143
1.540000 0.773532 -0.004196 -0.000149
1.550000 0.781171 0.001538 -0.000122
1.560000 0.782914 -0.007027 -0.000179
1.570000 0.790894 -0.005661 -0.000068
1.580000 0.795212 -0.013799 -0.000075
1.590000 0.797195 -0.002923 -0.000095
1.600000 0.807402 -0.004365 -0.000062
1.610000 0.810251 -0.004310 0.000045
1.620000 0.820190 -0.003266 -0.000333
1.630000 0.829818 -0.004591 -0.000108
1.640000 0.826195 -0.002962 0.000052
1.650000 0.832110 -0.003235 -0.000034
1.660000 0.831387 0.000381 -0.000033
1.670000 0.835361 -0.008263 -0.000307
1.680000 0.846782 -0.008601 -0.000017
1.690000 0.849362 -0.001368 -0.000190
1.700000 0.854314 -0.007087 -0.000044
1.710000 0.855375 -0.009871 0.000004
1.720000 0.862814 -0.006851 -0.000135
1.730000 0.870646 -0.004103 -0.000202
1.740000 0.873174 -0.008307 -0.000253
1.750000 0.883840 -0.004995 -0.000203
1.760000 0.890566 -0.005517 -0.000293
1.770000 0.890473 -0.009300 -0.000247
1.780000 0.896475 0.003071 -0.000210
1.790000 0.899236 -0.003001 -0.000266
1.800000 0.904100 -0.003311 -0.000195
1.810000 0.914479 -0.001655 -0.000097
1.820000 0.920544 -0.003014 -0.000099
1.830000 0.916798 -0.001882 -0.000314
1.840000 0.922741 -0.009420 -0.000099
1.850000 0.932363 -0.009842 -0.000117
1.860000 0.942213 -0.007896 -0.000084
1.870000 0.939566 -0.005270 -0.000190
1.880000 0.948142 -0.013559 -0.000157
1.890000 0.955082 0.002377 -0.000058
1.900000 0.948775 -0.001159 -0.000187
1.910000 0.954987 -0.003773 -0.000036
1.920000 0.969943 -0.000664 -0.000196
1.930000 0.965223 -0.009165 -0.000246
1.940000 0.981246 -0.007640 -0.000263
1.950000 0.977693 0.000375 -0.000103
1.960000 0.985833 -0.007054 -0.000043
1.970000 0.989284 -0.003757 -0.000307
1.980000 0.994294 -0.001794 -0.000184
1.990000 1.002829 -0.007157 -0.000320
2.000000 1.009300 -0.010332 -0.000084
2.010000 1.008930 -0.009237 0.000021
2.020000 1.012635 -0.009715 -0.000160
2.030000 1.018412 -0.006589 -0.000047
2.040000 1.021789 -0.003758 -0.000235
2.050000 1.025360 -0.000070 0.000025
2.060000 1.033050 -0.002742 -0.000223
2.070000 1.038263 -0.005912 -0.000177
2.080000 1.045926 -0.012030 -0.000083
2.090000 1.051549 -0.008579 -0.000289
2.100000 1.063462 -0.007902 -0.000130
2.110000 1.066371 -0.003853 -0.000060
2.120000 1.065431 -0.000678 -0.000102
2.130000 1.067035 -0.004068 -0.000336
2.140000 1.070929 -0.002094 0.000024
2.150000 1.082240 -0.008322 -0.000212
2.160000 1.082627 -0.010001 0.000025
2.170000 1.088185 0.000419 0.000094
2.180000 1.100771 -0.000303 -0.000094
2.190000 1.100074 0.002166 -0.000101
2.200000 1.107193 0.000286 -0.000214
2.210000 1.100982 -0.002412 -0.000069
2.220000 1.115811 -0.008057 -0.000160
2.230000 1.119343 -0.001913 -0.000215
2.240000 1.121590 -0.007327 -0.000186
2.250000 1.129183 0.002383 -0.000175
2.260000 1.138295 -0.005238 -0.000112
2.270000 1.135781 -0.005499 -0.000184
2.280000 1.147492 -0.003502 0.000004
2.290000 1.153184 -0.009116 -0.000106
2.300000 1.148740 -0.002859 -0.000164
2.310000 1.163237 -0.002664 -0.000085
2.320000 1.164664 0.000267 -0.000062
2.330000 1.173979 -0.005227 -0.000057
2.340000 1.179784 0.001269 -0.000033
2.350000 1.179952 -0.002725 -0.000026
2.360000 1.184878 -0.001512 -0.000112
2.370000 1.194269 -0.008359 -0.000013
2.380000 1.200534 -0.004535 -0.000058
2.390000 1.198731 -0.001896 -0.000102
2.400000 1.200961 -0.001315 0.000176
2.410000 1.201591 -0.008906 -0.000222
2.420000 1.211729 -0.007194 -0.000021
2.430000 1.219147 -0.008374 -0.000247
2.440000 1.217924 -0.002286 -0.000178
2.450000 1.236002 0.002353 -0.000058
2.460000 1.230584 -0.008981 -0.000245
2.470000 1.237644 -0.008946 -0.000096
2.480000 1.244915 -0.003679 -0.000221
2.490000 1.243411 -0.011444 -0.000009
2.500000 1.253757 0.000179 0.000052
2.510000 1.262696 0.003273 -0.000254
2.520000 1.263282 0.002725 -0.000111
2.530000 1.269854 0.000119 -0.000108
2.540000 1.270699 -0.003607 -0.000315
2.550000 1.277503 -0.008311 -0.000106
2.560000 1.283008 -0.011574 -0.000166
2.570000 1.282954 -0.013712 -0.000172
2.580000 1.295150 -0.004527 -0.000243
2.590000 1.291344 -0.001539 -0.000075
2.600000 1.299557 -0.004393 -0.000187
2.610000 1.304897 -0.005686 -0.000111
2.620000 1.313414 -0.001298 0.000000
2.630000 1.322032 -0.007151 -0.000261
2.640000 1.324332 -0.009479 -0.000117
2.650000 1.324899 -0.005462 -0.000185
2.660000 1.329943 -0.004088 -0.000401
2.670000 1.331983 -0.006231 -0.000111
2.680000 1.343194 -0.007240 -0.000060
2.690000 1.348010 -0.005049 -0.000136
2.700000 1.349667 -0.007347 -0.000053
2.710000 1.361875 -0.002288 -0.000223
2.720000 1.362344 -0.006070 -0.000193
2.730000 1.365393 -0.008956 -0.000089
2.740000 1.369967 0.004322 -0.000153
2.750000 1.378660 -0.007436 -0.000169
2.760000 1.381978 0.003187 -0.000259
2.770000 1.387632 -0.006262 -0.000147
2.780000 1.401496 -0.007091 -0.000257
2.790000 1.397409 -0.008227 0.000085
2.800000 1.401707 -0.008463 -0.000115
2.810000 1.407755 -0.003471 0.000115
2.820000 1.405703 -0.007110 -0.000192
2.830000 1.424398 0.000678 -0.000201
2.840000 1.428552 -0.008531 -0.000096
2.850000 1.431190 0.000692 -0.000032
2.860000 1.438790 -0.010862 -0.000214
2.870000 1.446019 -0.007206 -0.000049
2.880000 1.442335 -0.010045 -0.000123
2.890000 1.452403 -0.002497 -0.000201
2.900000 1.451425 -0.004723 -0.000064
2.910000 1.459526 -0.010166 -0.000178
2.920000 1.463226 -0.011652 -0.000168
2.930000 1.475692 -0.009922 -0.000033
2.940000 1.474187 -0.006336 -0.000172
2.950000 1.484672 -0.003607 0.000053
2.960000 1.487537 -0.004108 -0.000154
2.970000 1.493385 -0.008103 -0.000159
2.980000 1.490247 -0.002372 -0.000136
2.990000 1.495779 -0.008843 -0.000041
3.000000 1.503216 -0.001852 -0.000128
3.010000 1.510636 -0.003935 -0.000082
3.020000 1.514270 0.000671 -0.000053
3.030000 1.514142 -0.009137 -0.000248
3.040000 1.525163 -0.005345 -0.000165
3.050000 1.527835 -0.004185 -0.000200
3.060000 1.536595 -0.005220 -0.000242
3.070000 1.539245 -0.010860 -0.000155
3.080000 1.538859 -0.011992 -0.000148
3.090000 1.547943 -0.005669 -0.000216
3.100000 1.544950 -0.002686 -0.000247
3.110000 1.559077 -0.002020 -0.000020
3.120000 1.565136 -0.004033 -0.000040
3.130000 1.571625 -0.006053 -0.000102
3.140000 1.577431 -0.003923 0.000008
3.150000 1.579925 -0.004930 -0.000099
3.160000 1.586642 -0.000656 -0.000291
3.170000 1.597096 -0.006785 -0.000173
3.180000 1.596063 -0.000194 0.000023
3.190000 1.603814 -0.005647 0.000054
3.200000 1.604535 -0.011032 -0.000169
3.210000 1.609036 -0.009487 -0.000004
3.220000 1.607044 -0.000503 0.000075
3.230000 1.619496 -0.007331 -0.000274
3.240000 1.617567 -0.006417 -0.000071
3.250000 1.630436 -0.003129 0.000015
3.260000 1.636862 -0.001134 -0.000068
3.270000 1.643653 -0.009772 -0.000007
3.280000 1.648971 -0.007983 -0.000215
3.290000 1.651087 0.002784 -0.000129
3.300000 1.659205 -0.007555 -0.000136
3.310000 1.658178 -0.007263 -0.000187
3.320000 1.663478 -0.001541 -0.000370
3.330000 1.663093 0.001492 -0.000129
3.340000 1.672973 -0.011087 -0.000229
3.350000 1.679742 -0.003943 -0.000263
3.360000 1.680720 -0.008501 -0.000082
3.370000 1.689479 -0.003934 -0.000035
3.380000 1.691268 -0.002210 -0.000181
3.390000 1.701531 -0.000002 -0.000207
3.400000 1.709376 -0.011708 -0.000166
3.410000 1.706452 -0.009938 0.000015
3.420000 1.720719 -0.003884 -0.000147
3.430000 1.720445 0.000427 0.000008
3.440000 1.725057 -0.010749 -0.000146
3.450000 1.727274 -0.002848 -0.000276
3.460000 1.730142 -0.003486 -0.000152
3.470000 1.740500 -0.001297 -0.000123
3.480000 1.749177 -0.009017 -0.000116
3.490000 1.747915 -0.007944 -0.000055
3.500000 1.755739 -0.008138 -0.000192
3.510000 1.756117 -0.006838 -0.000264
3.520000 1.765174 0.000693 -0.000034
3.530000 1.774847 0.001018 -0.000015
3.540000 1.776977 -0.004063 -0.000196
3.550000 1.777191 -0.007419 0.000051
3.560000 1.785528 -0.005183 0.000047
3.570000 1.790494 0.000639 -0.000089
3.580000 1.802057 -0.001853 -0.000338
3.590000 1.802387 -0.005958 -0.000339
3.600000 1.806019 0.001864 -0.000083
3.610000 1.810138 -0.000218 -0.000012
3.620000 1.814202 0.001187 -0.000040
3.630000 1.821011 -0.009776 -0.000075
3.640000 1.822442 -0.008179 0.000046
3.650000 1.830621 -0.005282 -0.000125
3.660000 1.836173 -0.007250 -0.000187
3.670000 1.836858 -0.007137 -0.000091
3.680000 1.846286 -0.007271 -0.000143
3.690000 1.856082 -0.001399 -0.000057
3.700000 1.855886 -0.001442 -0.000130
3.710000 1.862716 -0.001330 -0.000171
3.720000 1.862543 -0.004458 -0.000208
3.730000 1.871421 -0.007906 -0.000138
3.740000 1.879246 -0.000465 -0.000021
3.750000 1.877765 -0.009357 -0.000104
3.760000 1.886184 -0.001841 -0.000007
3.770000 1.889902 -0.007264 -0.000085
