# Corrected LiDAR trajectory after extrinsic calibration
# timestamp x y theta_in_radians
0.900000 0.458590 -0.002704 -0.000161
0.910000 0.463747 -0.006094 0.000058
0.920000 0.468037 0.000028 -0.000371
0.930000 0.469542 -0.004330 0.000029
0.940000 0.475839 -0.002909 -0.000204
0.950000 0.475122 -0.007591 -0.000110
0.960000 0.488297 -0.005980 -0.000167
0.970000 0.495774 -0.011477 -0.000132
0.980000 0.494880 -0.005518 -0.000039
0.990000 0.498481 -0.012530 -0.000162
1.000000 0.500525 -0.007153 -0.000129
1.010000 0.506402 -0.002145 -0.000127
1.020000 0.514365 -0.007822 -0.000074
1.030000 0.523723 -0.004009 -0.000259
1.040000 0.519458 0.007449 -0.000218
1.050000 0.530319 -0.002667 -0.000323
1.060000 0.528320 -0.008286 -0.000150
1.070000 0.542389 -0.005593 -0.000173
1.080000 0.540620 -0.008750 -0.000119
1.090000 0.550892 -0.001438 -0.000246
1.100000 0.549037 -0.005312 -0.000251
1.110000 0.557050 -0.004637 -0.000274
1.120000 0.560312 -0.013087 -0.000048
1.130000 0.570040 -0.009372 0.000047
1.140000 0.565222 -0.006606 -0.000158
